"","IncidentType","Category","FloorConditions","Weather","RiskAssessment","IncidentLocation","OccurredOnEmployerPremises","InjuredPartyType","EmplType","WasProtectiveClothingWorn","WasMechHandlingEquiUsed","LengthEmplCat","TotalDaysUnfitForWork","RiddorReportable","InjuredPartysAge","Brand","Months"
"7959","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","20+ Years",0,"N",59,"Jewson","January"
"7960","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","6-12 Months",0,"Y",35,"Jewson","April"
"7961","First Aid Injury (TF3)","Struck by flying objects/debris","Normal","Dry/Hot","Y","Offsite","Y","Contractor (<=10hrs/wk)","HGV/LGV Driver","N","N","2-3 Years",0,"N",49,"Graham","February"
"7962","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",0,"N",59,"Graham","January"
"7963","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","2-3 Years",0,"N",59,"Graham","February"
"7964","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","Y","10-20 Years",0,"N",55,"Graham","April"
"7965","First Aid Injury (TF3)","Struck against stationary object","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Management Staff","Y","N","5-10 Years",0,"N",60,"Graham","July"
"7966","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","3-5 Years",0,"N",59,"Graham","September"
"7967","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Mezanine","Y","Full-Time","Management Staff","Y","Y","10-20 Years",0,"N",55,"Graham","February"
"7968","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Internal Sales Office Staff","Y","N","3-5 Years",0,"N",36,"Graham","February"
"7969","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","Y","5-10 Years",0,"N",59,"Graham","April"
"7970","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","N","Offices/Showroom","Y","Full-Time","Counter Sales Staff","N","N","6-12 Months",0,"N",43,"Graham","August"
"7971","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Counter Sales Staff","N","N","6-12 Months",0,"N",43,"Graham","August"
"7972","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",29,"Graham","June"
"7973","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","3-5 Years",0,"N",46,"Graham","November"
"7974","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","N","N","3-5 Years",0,"N",24,"Graham","August"
"7975","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","6-12 Months",0,"N",22,"Jewson","February"
"7976","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","N","N","10-20 Years",0,"N",54,"Jewson","August"
"7977","First Aid Injury (TF3)","Struck by flying objects/debris","Normal","Dry/Cold","Y","Offsite","Y","Member Of Public","HGV/LGV Driver","N","N","10-20 Years",0,"N",48,"Jewson","September"
"7978","First Aid Injury (TF3)","Manual Handling","Dry","Icy/Cold","Y","Offsite","Y","Temporary Worker/Agency","HGV/LGV Driver","Y","N","3-5 Years",0,"N",56,"Jewson","March"
"7979","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","10-20 Years",0,"N",54,"Jewson","November"
"7980","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Stockyard","N","Customer","HGV/LGV Driver","N","N","10-20 Years",0,"N",60,"Jewson","July"
"7981","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","10-20 Years",0,"N",48,"Jewson","July"
"7982","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",40,"Jewson","March"
"7983","First Aid Injury (TF3)","Exposed to harmful substance","Dry","Wind","N","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","6-12 Months",0,"N",27,"Jewson","January"
"7984","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",0,"N",56,"Jewson","September"
"7985","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Customer","Yard/Warehouse Operative","N","N","5-10 Years",0,"N",35,"Jewson","June"
"7986","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",0,"N",38,"Jewson","June"
"7987","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","3-6 Months",0,"N",37,"Jewson","October"
"7988","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",22,"Jewson","August"
"7989","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","N","Stockyard","Y","Full-Time","Management Staff","N","N","10-20 Years",0,"N",53,"Graham","November"
"7990","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","N","Production/Processing","Y","Full-Time","Management Staff","N","N","10-20 Years",0,"N",51,"Graham","November"
"7991","First Aid Injury (TF3)","Manual Handling","Dry","Wind","Y","Offices/Showroom","Y","Full-Time","Field Based Employee/Sales","N","N","10-20 Years",0,"N",42,"Ceramic Tile Distributors","November"
"7992","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offsite","N","Temporary Worker/Agency","HGV/LGV Driver","Y","N","5-10 Years",0,"N",42,"Jewson","January"
"7993","First Aid Injury (TF3)","Manual Handling","Dry","Wet/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",35,"Jewson","September"
"7994","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Management Staff","Y","N","20+ Years",0,"N",50,"Jewson","June"
"7995","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","20+ Years",0,"N",59,"Jewson","July"
"7996","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","N","N","3-6 Months",0,"N",68,"Jewson","August"
"7997","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","Y","3-5 Years",0,"N",38,"Jewson","May"
"7998","First Aid Injury (TF3)","Manual Handling","Dry","Wet/Cold","Y","Stockyard","Y","Member Of Public","Yard/Warehouse Operative","N","N","2-3 Years",0,"N",21,"Jewson","October"
"7999","First Aid Injury (TF3)","Slipped, trip or fall (level)","Normal","Wet/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","10-20 Years",0,"N",38,"Jewson","June"
"8000","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","N","Stockyard","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",64,"Jewson","August"
"8001","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","N","20+ Years",0,"N",59,"Jewson","July"
"8002","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offsite","Y","Temporary Worker/Agency","HGV/LGV Driver","Y","N","10-20 Years",0,"N",53,"Jewson","December"
"8003","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","Y","20+ Years",0,"N",25,"International Timber","July"
"8004","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Icy/Cold","Y","Stockyard","Y","Full-Time","Internal Sales Office Staff","N","N","1-2 Years",0,"N",61,"International Timber","May"
"8005","First Aid Injury (TF3)","Struck by flying objects/debris","Wet","Wind","Y","Stockyard","Y","Full-Time","Internal Sales Office Staff","Y","N","1-2 Years",0,"N",48,"International Timber","May"
"8006","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","0-3 Months",0,"N",40,"International Timber","August"
"8007","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Production/Processing","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",0,"N",55,"International Timber","January"
"8008","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",25,"International Timber","January"
"8009","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",0,"N",55,"International Timber","January"
"8010","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",25,"International Timber","September"
"8011","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Production/Processing","Y","Full-Time","MHE/Forklift Truck Operator","Y","N","1-2 Years",0,"N",46,"International Timber","July"
"8012","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",53,"International Timber","June"
"8013","First Aid Injury (TF3)","Slipped, trip or fall (level)","Normal","Dry/Hot","Y","Mezanine","Y","Temporary Worker/Agency","Internal Sales Office Staff","Y","N","20+ Years",0,"N",44,"International Timber","February"
"8014","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","Y","1-2 Years",0,"N",53,"International Timber","November"
"8015","First Aid Injury (TF3)","Struck against stationary object","Wet","Wet/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","Y","0-3 Months",0,"N",59,"International Timber","December"
"8016","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","MHE/Forklift Truck Operator","Y","Y","1-2 Years",0,"N",46,"International Timber","November"
"8017","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Production/Processing","Y","Full-Time","MHE/Forklift Truck Operator","Y","N","3-6 Months",0,"N",55,"International Timber","November"
"8018","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","MHE/Forklift Truck Operator","Y","N","1-2 Years",0,"N",25,"International Timber","October"
"8019","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Stockyard","Y","Full-Time","Management Staff","Y","N","6-12 Months",0,"N",47,"International Timber","March"
"8020","First Aid Injury (TF3)","Struck by flying objects/debris","Wet","Wind","N","Offices/Showroom","Y","Temporary Worker/Agency","Counter Sales Staff","N","N","20+ Years",0,"N",48,"International Timber","May"
"8021","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"N",25,"International Timber","May"
"8022","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Wind","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","Y","2-3 Years",0,"N",25,"International Timber","August"
"8023","First Aid Injury (TF3)","Exposed to fire or heat","Normal","Dry/Cold","N","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","N","N","6-12 Months",0,"N",54,"International Timber","September"
"8024","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Production/Processing","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",26,"International Timber","July"
"8025","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","N","Y","0-3 Months",0,"N",32,"International Timber","December"
"8026","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","MHE/Forklift Truck Operator","Y","N","1-2 Years",0,"N",55,"International Timber","December"
"8027","First Aid Injury (TF3)","Struck against stationary object","Normal","Dry/Cold","Y","Stockyard","Y","Full-Time","Representative","N","N","1-2 Years",0,"N",38,"International Timber","November"
"8028","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","MHE/Forklift Truck Operator","Y","N","6-12 Months",0,"N",57,"International Timber","May"
"8029","First Aid Injury (TF3)","Manual Handling","Normal","Wet/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",25,"International Timber","August"
"8030","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Stockyard","Y","Contractor (<=10hrs/wk)","Yard/Warehouse Operative","N","N","5-10 Years",0,"N",48,"International Timber","June"
"8031","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","MHE/Forklift Truck Operator","Y","Y","3-5 Years",0,"N",25,"International Timber","September"
"8032","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Production/Processing","Y","Full-Time","Machinery Operative","Y","N","3-6 Months",0,"N",27,"International Timber","June"
"8033","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","Y","3-5 Years",0,"Y",25,"International Timber","December"
"8034","First Aid Injury (TF3)","Struck against stationary object","Dry","Wet/Cold","Y","Offices/Showroom","Y","Full-Time","Yard/Warehouse Operative","N","N","3-5 Years",0,"N",25,"International Timber","September"
"8035","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Production/Processing","Y","Full-Time","Machinery Operative","Y","N","1-2 Years",0,"N",43,"International Timber","August"
"8036","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Production/Processing","Y","Full-Time","Machinery Operative","Y","N","1-2 Years",0,"N",27,"International Timber","July"
"8037","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Offices/Showroom","Y","Full-Time","Management Staff","N","N","3-5 Years",0,"N",51,"International Timber","August"
"8038","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",46,"International Timber","November"
"8039","First Aid Injury (TF3)","Contact with moving machinery","Dry","Dry/Cold","Y","Production/Processing","Y","Temporary Worker/Agency","Machinery Operative","Y","N","1-2 Years",0,"N",34,"International Timber","March"
"8040","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Production/Processing","Y","Temporary Worker/Agency","Machinery Operative","Y","N","10-20 Years",0,"N",29,"International Timber","March"
"8041","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Stockyard","Y","PermanentContractor(>10hrs/wk)","Yard/Warehouse Operative","Y","N","20+ Years",0,"N",25,"International Timber","March"
"8042","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Offices/Showroom","Y","PermanentContractor(>10hrs/wk)","Counter Sales Staff","Y","N","3-5 Years",0,"N",58,"International Timber","October"
"8043","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Production/Processing","Y","Full-Time","Machinery Operative","Y","N","3-5 Years",0,"N",43,"International Timber","March"
"8044","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","MHE/Forklift Truck Operator","Y","Y","3-5 Years",0,"N",40,"International Timber","November"
"8045","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","MHE/Forklift Truck Operator","Y","N","3-5 Years",0,"N",59,"International Timber","August"
"8046","First Aid Injury (TF3)","Fall from a height","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","0-3 Months",0,"N",54,"IDS Independant","July"
"8047","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","N","Y","6-12 Months",0,"N",30,"IDS Independant","July"
"8048","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Counter Sales Staff","N","N","1-2 Years",0,"Y",37,"IDS Independant","July"
"8049","First Aid Injury (TF3)","Involving Forklift Truck (FLT)","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","MHE/Forklift Truck Operator","N","Y","6-12 Months",0,"N",26,"IDS Independant","January"
"8050","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",0,"N",51,"IDS Independant","March"
"8051","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","N","Full-Time","HGV/LGV Driver","Y","N","20+ Years",0,"N",65,"Jewson","November"
"8052","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",0,"N",42,"Graham","December"
"8053","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Icy/Cold","N","Stockyard","Y","Full-Time","Management Staff","Y","N","10-20 Years",0,"N",30,"Graham","March"
"8054","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","Management Staff","N","N","10-20 Years",0,"N",30,"Graham","July"
"8055","First Aid Injury (TF3)","Manual Handling","Wet","Dry/Cold","Y","Warehouse","Y","Full-Time","Counter Sales Staff","Y","N","10-20 Years",0,"N",30,"Graham","March"
"8056","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Icy/Cold","N","Stockyard","Y","Full-Time","Counter Sales Staff","N","N","20+ Years",0,"N",52,"Graham","April"
"8057","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",62,"Jewson","November"
